,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win
4244,2020,13,CLE,TEN,41,35,20,64.0,-9.445908,1.0,3.2,-0.4722954,0.05,1
4246,2020,13,DAL,BAL,17,34,37,294.0,19.281342,2.0,7.945945945945946,0.5211173513513513,0.05405405405405406,0
4247,2020,13,DEN,KC,16,22,21,135.0,4.273819,0.0,6.428571428571429,0.20351519047619046,0.0,0
4248,2020,13,DET,CHI,34,30,31,140.0,-0.29225254,3.0,4.516129032258065,-0.009427501290322582,0.0967741935483871,0
4249,2020,13,GB,PHI,30,16,25,117.0,-2.257176,0.0,4.68,-0.09028704,0.0,0
4250,2020,13,HOU,IND,20,26,26,112.0,-4.224793,1.0,4.3076923076923075,-0.16249203846153845,0.038461538461538464,0
4251,2020,13,IND,HOU,26,20,19,90.0,-2.6542966,2.0,4.7368421052631575,-0.13969982105263157,0.10526315789473684,1
4252,2020,13,JAX,MIN,24,27,38,145.0,-8.164876,0.0,3.8157894736842106,-0.21486515789473684,0.0,0
4253,2020,13,KC,DEN,22,16,33,179.0,2.518405,0.0,5.424242424242424,0.07631530303030302,0.0,0
4254,2020,13,LA,ARI,38,28,21,92.0,0.1667577,1.0,4.380952380952381,0.007940842857142857,0.047619047619047616,1
4255,2020,13,LAC,NE,0,45,41,167.0,5.9429183,2.0,4.073170731707317,0.14494922682926828,0.04878048780487805,0
4256,2020,13,LV,NYJ,31,28,34,206.0,7.9897633,2.0,6.0588235294117645,0.2349930382352941,0.058823529411764705,0
4257,2020,13,MIA,CIN,19,7,17,40.0,-0.9526999,0.0,2.3529411764705883,-0.056041170588235295,0.0,1
4258,2020,13,MIN,JAX,27,24,25,124.0,-3.7732358,1.0,4.96,-0.150929432,0.04,0
4259,2020,13,NE,LAC,45,0,15,70.0,1.1345533,0.0,4.666666666666667,0.07563688666666667,0.0,1
4261,2020,13,NO,ATL,21,16,21,70.0,-1.9805906,0.0,3.3333333333333335,-0.09431383809523809,0.0,1
4262,2020,13,NYG,SEA,17,12,22,111.0,-6.2880807,0.0,5.045454545454546,-0.28582185,0.0,0
4263,2020,13,NYJ,LV,28,31,25,72.0,-2.9675858,1.0,2.88,-0.11870343200000001,0.04,1
4264,2020,13,PHI,GB,16,30,22,152.0,2.8510556,1.0,6.909090909090909,0.12959343636363638,0.045454545454545456,0
4266,2020,13,PIT,WAS,17,23,21,45.0,-6.1121383,1.0,2.142857142857143,-0.29105420476190474,0.047619047619047616,1
4267,2020,13,SEA,NYG,12,17,30,191.0,4.0876713,1.0,6.366666666666666,0.13625571,0.03333333333333333,0
4268,2020,13,SF,BUF,24,34,26,82.0,-8.54771,0.0,3.1538461538461537,-0.32875807692307696,0.0,1
4269,2020,13,TEN,CLE,35,41,35,119.0,-8.2349825,1.0,3.4,-0.23528521428571425,0.02857142857142857,0
4270,2020,13,WAS,PIT,23,17,14,21.0,-8.068818,0.0,1.5,-0.5763441428571429,0.0,1
4271,2020,14,ARI,NYG,26,7,17,78.0,-0.85355544,1.0,4.588235294117647,-0.05020914352941177,0.058823529411764705,1
4272,2020,14,ATL,LAC,17,20,26,105.0,-1.5735552,0.0,4.038461538461538,-0.06052135384615384,0.0,1
4274,2020,14,BAL,CLE,47,42,28,138.0,6.5742617,4.0,4.928571428571429,0.2347950607142857,0.14285714285714285,0
4276,2020,14,BUF,PIT,26,15,17,47.0,-3.2273288,0.0,2.764705882352941,-0.1898428705882353,0.0,1
4277,2020,14,CAR,DEN,27,32,27,102.0,-0.80312175,0.0,3.7777777777777777,-0.029745249999999997,0.0,1
4278,2020,14,CHI,HOU,36,7,26,109.0,-4.8740745,0.0,4.1923076923076925,-0.18746440384615384,0.0,0
4279,2020,14,CIN,DAL,7,30,24,102.0,-4.574419,0.0,4.25,-0.19060079166666666,0.0,1
4281,2020,14,CLE,BAL,42,47,33,233.0,16.047276,5.0,7.0606060606060606,0.4862810909090909,0.15151515151515152,0
4283,2020,14,DAL,CIN,30,7,30,101.0,-24.650354,0.0,3.3666666666666667,-0.8216784666666667,0.0,1
4284,2020,14,DEN,CAR,32,27,21,125.0,5.724854,3.0,5.9523809523809526,0.2726120952380952,0.14285714285714285,0
4285,2020,14,DET,GB,24,31,29,122.0,4.1101656,1.0,4.206896551724138,0.14172984827586207,0.034482758620689655,0
4287,2020,14,GB,DET,31,24,15,51.0,2.7470126,2.0,3.4,0.18313417333333334,0.13333333333333333,1
4288,2020,14,HOU,CHI,7,36,23,169.0,5.5463796,1.0,7.3478260869565215,0.24114693913043478,0.043478260869565216,0
4289,2020,14,IND,LV,44,27,22,79.0,-0.50268006,1.0,3.590909090909091,-0.022849093636363636,0.045454545454545456,1
4290,2020,14,JAX,TEN,10,31,40,249.0,8.180803,2.0,6.225,0.20452007499999997,0.05,0
4292,2020,14,KC,MIA,33,27,24,80.0,-2.719996,1.0,3.3333333333333335,-0.11333316666666667,0.041666666666666664,1
4293,2020,14,LA,NE,24,3,29,107.0,-7.0801406,0.0,3.689655172413793,-0.24414277931034484,0.0,0
4294,2020,14,LAC,ATL,20,17,20,70.0,-0.3716439,0.0,3.5,-0.018582195000000003,0.0,1
4295,2020,14,LV,IND,27,44,29,214.0,6.149308,2.0,7.379310344827586,0.21204510344827587,0.06896551724137931,0
4297,2020,14,MIA,KC,27,33,23,95.0,-0.6225513,1.0,4.130434782608695,-0.027067447826086957,0.043478260869565216,1
4299,2020,14,MIN,TB,14,26,23,109.0,1.0632774,1.0,4.739130434782608,0.04622945217391305,0.043478260869565216,0
4300,2020,14,NE,LA,3,24,35,187.0,2.7529733,1.0,5.3428571428571425,0.07865638,0.02857142857142857,0
4302,2020,14,NO,PHI,21,24,33,250.0,3.3723612,2.0,7.575757575757576,0.10219276363636363,0.06060606060606061,0
4303,2020,14,NYG,ARI,7,26,40,164.0,-1.2454536,1.0,4.1,-0.031136340000000002,0.025,0
4305,2020,14,NYJ,SEA,3,40,35,175.0,-0.67318743,1.0,5.0,-0.019233926571428573,0.02857142857142857,0
4306,2020,14,PHI,NO,24,21,20,96.0,0.4329673,1.0,4.8,0.021648365,0.05,1
4307,2020,14,PIT,BUF,15,26,25,106.0,-1.7049901,0.0,4.24,-0.068199604,0.0,0
4308,2020,14,SEA,NYJ,40,3,23,69.0,-11.765343,0.0,3.0,-0.511536652173913,0.0,1
4310,2020,14,SF,WAS,15,23,24,110.0,-0.57013726,0.0,4.583333333333333,-0.023755719166666665,0.0,0
4311,2020,14,TB,MIN,26,14,33,162.0,8.048165,1.0,4.909090909090909,0.24388378787878784,0.030303030303030304,0
4312,2020,14,TEN,JAX,31,10,15,91.0,0.12246907,0.0,6.066666666666666,0.008164604666666667,0.0,1
4313,2020,14,WAS,SF,23,15,27,108.0,-3.9637446,1.0,4.0,-0.14680535555555554,0.037037037037037035,0
4316,2020,15,ARI,PHI,33,26,31,117.0,-4.1008763,1.0,3.774193548387097,-0.13228633225806452,0.03225806451612903,0
4318,2020,15,ATL,TB,27,31,16,53.0,0.12677395,2.0,3.3125,0.007923371875,0.125,1
4319,2020,15,BAL,JAX,40,14,22,62.0,-6.3424797,0.0,2.8181818181818183,-0.2882945318181818,0.0,1
4321,2020,15,BUF,DEN,48,19,28,140.0,5.1643004,2.0,5.0,0.1844393,0.07142857142857142,0
4322,2020,15,CAR,GB,16,24,26,196.0,11.709979,2.0,7.538461538461538,0.45038380769230774,0.07692307692307693,0
4323,2020,15,CHI,MIN,33,27,28,158.0,-1.6609669,1.0,5.642857142857143,-0.05932024642857143,0.03571428571428571,0
4324,2020,15,CIN,PIT,27,17,22,87.0,-7.851343,1.0,3.9545454545454546,-0.35687922727272725,0.045454545454545456,1
4325,2020,15,CLE,NYG,20,6,20,75.0,-4.929273,0.0,3.75,-0.24646365,0.0,1
4326,2020,15,DAL,SF,41,33,36,150.0,0.57539827,1.0,4.166666666666667,0.015983285277777776,0.027777777777777776,0
4328,2020,15,DEN,BUF,19,48,24,182.0,6.7331514,3.0,7.583333333333333,0.280547975,0.125,0
4329,2020,15,DET,TEN,25,46,36,200.0,7.844405,3.0,5.555555555555555,0.2179001388888889,0.08333333333333333,0
4331,2020,15,GB,CAR,24,16,27,115.0,-2.6290886,1.0,4.2592592592592595,-0.09737365185185186,0.037037037037037035,0
4332,2020,15,HOU,IND,20,27,22,128.0,5.557092,1.0,5.818181818181818,0.2525950909090909,0.045454545454545456,0
4333,2020,15,IND,HOU,27,20,21,83.0,2.5584168,0.0,3.9523809523809526,0.12182937142857142,0.0,1
4335,2020,15,JAX,BAL,14,40,35,161.0,6.955373,2.0,4.6,0.19872494285714284,0.05714285714285714,0
4336,2020,15,KC,NO,32,29,17,60.0,-3.0477395,1.0,3.5294117647058822,-0.17927879411764705,0.058823529411764705,1
4337,2020,15,LA,NYJ,20,23,28,96.0,-2.9101505,1.0,3.4285714285714284,-0.10393394642857143,0.03571428571428571,1
4338,2020,15,LAC,LV,30,27,41,173.0,0.89536667,2.0,4.219512195121951,0.021838211463414636,0.04878048780487805,0
4339,2020,15,LV,LAC,27,30,29,96.0,-6.6870384,2.0,3.310344827586207,-0.23058753103448273,0.06896551724137931,1
4341,2020,15,MIA,NE,22,12,22,117.0,0.7971772,0.0,5.318181818181818,0.036235327272727276,0.0,0
4342,2020,15,MIN,CHI,27,33,42,199.0,3.8063176,2.0,4.738095238095238,0.09062660952380952,0.047619047619047616,0
4343,2020,15,NE,MIA,12,22,42,250.0,15.502517,3.0,5.9523809523809526,0.3691075476190476,0.07142857142857142,0
4344,2020,15,NO,KC,29,32,38,182.0,3.9590626,1.0,4.7894736842105265,0.10418585789473685,0.02631578947368421,0
4345,2020,15,NYG,CLE,6,20,30,106.0,-3.9679492,1.0,3.533333333333333,-0.13226497333333334,0.03333333333333333,0
4347,2020,15,NYJ,LA,23,20,19,114.0,-3.6464074,0.0,6.0,-0.19191617894736843,0.0,0
4348,2020,15,PHI,ARI,26,33,30,103.0,-5.543447,1.0,3.433333333333333,-0.18478156666666665,0.03333333333333333,1
4349,2020,15,PIT,CIN,17,27,40,154.0,-5.754545,2.0,3.85,-0.143863625,0.05,0
4350,2020,15,SEA,WAS,20,15,21,84.0,0.4596573,1.0,4.0,0.021888442857142858,0.047619047619047616,1
4351,2020,15,SF,DAL,33,41,22,87.0,-0.96583366,2.0,3.9545454545454546,-0.04390153,0.09090909090909091,1
4353,2020,15,TB,ATL,31,27,13,37.0,-2.642694,0.0,2.8461538461538463,-0.20328415384615386,0.0,1
4354,2020,15,TEN,DET,46,25,27,123.0,-7.213394,2.0,4.555555555555555,-0.26716274074074076,0.07407407407407407,0
4355,2020,15,WAS,SEA,15,20,23,184.0,9.516234,1.0,8.0,0.41374930434782614,0.043478260869565216,0
4356,2020,16,ARI,SF,12,20,29,228.0,7.279509,0.0,7.862068965517241,0.2510175517241379,0.0,0
4357,2020,16,ATL,KC,14,17,20,118.0,2.6415145,0.0,5.9,0.132075725,0.0,0
4358,2020,16,BAL,NYG,27,13,12,54.0,1.8670944,0.0,4.5,0.1555912,0.0,1
4359,2020,16,BUF,NE,38,9,24,145.0,2.9000454,1.0,6.041666666666667,0.120835225,0.041666666666666664,0
4362,2020,16,CAR,WAS,20,13,19,108.0,4.463657,0.0,5.684210526315789,0.2349293157894737,0.0,0
4363,2020,16,CHI,JAX,41,17,16,76.0,-1.9179876,0.0,4.75,-0.119874225,0.0,1
4365,2020,16,CIN,HOU,37,31,17,166.0,8.963512,1.0,9.764705882352942,0.5272654117647059,0.058823529411764705,0
4367,2020,16,CLE,NYJ,16,23,31,134.0,-4.9631457,0.0,4.32258064516129,-0.1601014741935484,0.0,0
4368,2020,16,DAL,PHI,37,17,29,151.0,-2.38953,1.0,5.206896551724138,-0.08239758620689655,0.034482758620689655,0
4369,2020,16,DEN,LAC,16,19,20,89.0,0.24069822,0.0,4.45,0.012034910999999999,0.0,1
4370,2020,16,DET,TB,7,47,25,112.0,0.19212842,1.0,4.48,0.0076851368,0.04,0
4373,2020,16,GB,TEN,40,14,27,156.0,3.8589191,1.0,5.777777777777778,0.14292292962962963,0.037037037037037035,0
4374,2020,16,HOU,CIN,31,37,32,170.0,2.2664225,2.0,5.3125,0.070825703125,0.0625,0
4375,2020,16,IND,PIT,24,28,12,23.0,-3.4900038,1.0,1.9166666666666667,-0.29083365,0.08333333333333333,1
4376,2020,16,JAX,CHI,17,41,31,130.0,4.4169335,3.0,4.193548387096774,0.1424817258064516,0.0967741935483871,0
4377,2020,16,KC,ATL,17,14,22,91.0,-1.4920094,0.0,4.136363636363637,-0.06781860909090909,0.0,1
4379,2020,16,LA,SEA,9,20,23,96.0,-1.3035365,1.0,4.173913043478261,-0.056675500000000004,0.043478260869565216,1
4380,2020,16,LAC,DEN,19,16,28,133.0,1.9389827,1.0,4.75,0.06924938214285714,0.03571428571428571,0
4381,2020,16,LV,MIA,25,26,24,131.0,3.2754745,0.0,5.458333333333333,0.13647810416666667,0.0,0
4382,2020,16,MIA,LV,26,25,23,107.0,0.49594408,1.0,4.6521739130434785,0.021562786086956522,0.043478260869565216,0
4384,2020,16,MIN,NO,33,52,42,267.0,17.579145,7.0,6.357142857142857,0.41855107142857145,0.16666666666666666,0
4385,2020,16,NE,BUF,9,38,27,134.0,5.1635046,1.0,4.962962962962963,0.19124091111111113,0.037037037037037035,0
4387,2020,16,NO,MIN,52,33,17,90.0,3.8711612,2.0,5.294117647058823,0.22771536470588236,0.11764705882352941,1
4389,2020,16,NYG,BAL,13,27,39,250.0,5.580221,1.0,6.410256410256411,0.14308258974358973,0.02564102564102564,0
4390,2020,16,NYJ,CLE,23,16,18,45.0,-1.0717056,2.0,2.5,-0.0595392,0.1111111111111111,1
4392,2020,16,PHI,DAL,17,37,33,152.0,-1.6579738,1.0,4.606060606060606,-0.050241630303030305,0.030303030303030304,0
4393,2020,16,PIT,IND,28,24,28,127.0,6.613296,2.0,4.535714285714286,0.23618914285714285,0.07142857142857142,0
4394,2020,16,SEA,LA,20,9,29,118.0,-7.6927023,0.0,4.068965517241379,-0.2652655965517241,0.0,0
4395,2020,16,SF,ARI,20,12,27,120.0,7.9343615,1.0,4.444444444444445,0.2938652407407407,0.037037037037037035,0
4396,2020,16,TB,DET,47,7,15,73.0,-6.0937943,0.0,4.866666666666666,-0.40625295333333333,0.0,1
4398,2020,16,TEN,GB,14,40,35,237.0,10.745156,2.0,6.771428571428571,0.3070044571428571,0.05714285714285714,0
4400,2020,16,WAS,CAR,13,20,31,116.0,0.6057288,1.0,3.7419354838709675,0.01953963870967742,0.03225806451612903,0
4402,2020,17,ARI,LA,7,18,30,110.0,-6.275042,0.0,3.6666666666666665,-0.20916806666666668,0.0,0
4404,2020,17,ATL,TB,27,44,19,95.0,2.5359638,1.0,5.0,0.13347177894736842,0.05263157894736842,1
4405,2020,17,BAL,CIN,38,3,19,147.0,0.9321239,0.0,7.7368421052631575,0.04905915263157895,0.0,0
4407,2020,17,BUF,MIA,56,26,20,70.0,2.48726,2.0,3.5,0.124363,0.1,1
4409,2020,17,CAR,NO,7,33,29,157.0,5.1348233,1.0,5.413793103448276,0.1770628724137931,0.034482758620689655,0
4411,2020,17,CHI,GB,16,35,19,79.0,0.43436372,1.0,4.157894736842105,0.02286124842105263,0.05263157894736842,1
4412,2020,17,CIN,BAL,3,38,54,404.0,17.979248,2.0,7.481481481481482,0.332949037037037,0.037037037037037035,0
4413,2020,17,CLE,PIT,24,22,20,85.0,-1.1083097,0.0,4.25,-0.055415485,0.0,1
4414,2020,17,DAL,NYG,19,23,25,128.0,-4.4490037,1.0,5.12,-0.17796014799999998,0.04,0
4415,2020,17,DEN,LV,31,32,22,107.0,0.85852885,2.0,4.863636363636363,0.03902403863636364,0.09090909090909091,0
4416,2020,17,DET,MIN,35,37,28,129.0,5.1559124,2.0,4.607142857142857,0.18413972857142857,0.07142857142857142,0
4417,2020,17,GB,CHI,35,16,31,108.0,-0.7485391,1.0,3.4838709677419355,-0.02414642258064516,0.03225806451612903,0
4418,2020,17,HOU,TEN,38,41,40,289.0,10.92012,4.0,7.225,0.273003,0.1,0
4420,2020,17,IND,JAX,28,14,17,53.0,-4.2571263,0.0,3.1176470588235294,-0.25041919411764707,0.0,1
4421,2020,17,JAX,IND,14,28,35,275.0,7.3621664,2.0,7.857142857142857,0.21034761142857145,0.05714285714285714,0
4422,2020,17,KC,LAC,21,38,32,137.0,1.5143052,2.0,4.28125,0.0473220375,0.0625,0
4423,2020,17,LA,ARI,18,7,17,49.0,-4.687666,0.0,2.8823529411764706,-0.2757450588235294,0.0,1
4424,2020,17,LAC,KC,38,21,17,51.0,-4.619015,1.0,3.0,-0.27170676470588234,0.058823529411764705,1
4425,2020,17,LV,DEN,32,31,32,122.0,-5.194337,1.0,3.8125,-0.16232303125,0.03125,0
4426,2020,17,MIA,BUF,26,56,21,82.0,-1.4343925,2.0,3.9047619047619047,-0.06830440476190476,0.09523809523809523,1
4428,2020,17,MIN,DET,37,35,22,129.0,7.406077,2.0,5.863636363636363,0.3366398636363636,0.09090909090909091,0
4429,2020,17,NE,NYJ,28,14,25,111.0,2.6071765,1.0,4.44,0.10428706,0.04,0
4431,2020,17,NO,CAR,33,7,20,74.0,0.23145473,1.0,3.7,0.0115727365,0.05,1
4432,2020,17,NYG,DAL,23,19,27,108.0,1.6316929,1.0,4.0,0.06043307037037037,0.037037037037037035,0
4433,2020,17,NYJ,NE,14,28,29,166.0,3.0471487,0.0,5.724137931034483,0.10507409310344829,0.0,0
4434,2020,17,PHI,WAS,14,20,27,103.0,-4.8963504,0.0,3.814814814814815,-0.18134631111111113,0.0,1
4437,2020,17,PIT,CLE,22,24,30,193.0,5.2551694,2.0,6.433333333333334,0.17517231333333333,0.06666666666666667,0
4439,2020,17,SEA,SF,26,23,24,86.0,-5.211963,1.0,3.5833333333333335,-0.217165125,0.041666666666666664,1
4440,2020,17,SF,SEA,23,26,26,122.0,4.1143,1.0,4.6923076923076925,0.15824230769230768,0.038461538461538464,0
4441,2020,17,TB,ATL,44,27,26,127.0,-3.8087008,1.0,4.884615384615385,-0.14648849230769231,0.038461538461538464,0
4442,2020,17,TEN,HOU,41,38,17,96.0,2.8414247,1.0,5.647058823529412,0.16714262941176472,0.058823529411764705,1
4443,2020,17,WAS,PHI,20,14,29,118.0,-3.1882486,2.0,4.068965517241379,-0.10993960689655173,0.06896551724137931,0
4444,2020,18,BAL,TEN,20,13,22,51.0,-4.666149,0.0,2.3181818181818183,-0.2120976818181818,0.0,1
4445,2020,18,BUF,IND,27,24,30,164.0,0.633255,1.0,5.466666666666667,0.0211085,0.03333333333333333,0
4446,2020,18,CHI,NO,9,21,35,123.0,-8.546762,1.0,3.5142857142857142,-0.24419319999999997,0.02857142857142857,0
4447,2020,18,CLE,PIT,48,37,16,52.0,-6.5173116,1.0,3.25,-0.407331975,0.0625,1
4448,2020,18,IND,BUF,24,27,21,96.0,0.099122286,1.0,4.571428571428571,0.004720108857142857,0.047619047619047616,1
4449,2020,18,LA,SEA,30,20,25,136.0,0.09687424,0.0,5.44,0.0038749696,0.0,0
4451,2020,18,NO,CHI,21,9,19,48.0,-8.719436,0.0,2.526315789473684,-0.4589176842105263,0.0,1
4452,2020,18,PIT,CLE,37,48,28,132.0,0.6660534,2.0,4.714285714285714,0.02378762142857143,0.07142857142857142,0
4453,2020,18,SEA,LA,20,30,41,166.0,-4.699379,1.0,4.048780487804878,-0.11461900000000001,0.024390243902439025,0
4454,2020,18,TB,WAS,31,23,23,86.0,2.3630648,2.0,3.739130434782609,0.10274194782608696,0.08695652173913043,1
4455,2020,18,TEN,BAL,13,20,33,238.0,9.674223,2.0,7.212121212121212,0.29315827272727274,0.06060606060606061,0
4456,2020,18,WAS,TB,23,31,27,144.0,-2.7657888,1.0,5.333333333333333,-0.10243662222222223,0.037037037037037035,0
4457,2020,19,BAL,BUF,3,17,12,37.0,-4.8118606,0.0,3.0833333333333335,-0.40098838333333336,0.0,1
4459,2020,19,BUF,BAL,17,3,32,150.0,0.30777293,0.0,4.6875,0.0096179040625,0.0,0
4460,2020,19,CLE,KC,17,22,23,124.0,3.9587643,1.0,5.391304347826087,0.17212018695652173,0.043478260869565216,0
4461,2020,19,GB,LA,32,18,19,96.0,3.6472669,1.0,5.052631578947368,0.19196141578947368,0.05263157894736842,1
4463,2020,19,KC,CLE,22,17,22,112.0,9.570151,1.0,5.090909090909091,0.4350068636363636,0.045454545454545456,0
4465,2020,19,LA,GB,18,32,33,192.0,8.582009,2.0,5.818181818181818,0.26006087878787876,0.06060606060606061,0
4466,2020,19,NO,TB,20,30,32,128.0,1.5089598,1.0,4.0,0.04715499375,0.03125,0
4468,2020,19,TB,NO,30,20,25,104.0,1.3048468,0.0,4.16,0.052193872,0.0,1
4469,2020,20,BUF,KC,24,38,21,118.0,5.8912582,2.0,5.619047619047619,0.28053610476190477,0.09523809523809523,0
4470,2020,20,GB,TB,26,31,23,77.0,-2.8644552,1.0,3.347826086956522,-0.12454153043478261,0.043478260869565216,1
4471,2020,20,KC,BUF,38,24,18,129.0,9.410161,0.0,7.166666666666667,0.5227867222222222,0.0,0
4472,2020,20,TB,GB,31,26,16,67.0,0.38364348,0.0,4.1875,0.0239777175,0.0,1
4473,2020,21,KC,TB,9,31,30,147.0,-0.23317118,1.0,4.9,-0.007772372666666667,0.03333333333333333,0
4474,2020,21,TB,KC,31,9,16,108.0,4.3709626,0.0,6.75,0.2731851625,0.0,0
4475,2021,1,ARI,TEN,38,13,22,86.0,-4.2087073,1.0,3.909090909090909,-0.1913048772727273,0.045454545454545456,1
4476,2021,1,ATL,PHI,6,32,32,175.0,2.2600484,1.0,5.46875,0.0706265125,0.03125,0
4477,2021,1,BAL,LV,27,33,21,82.0,-8.084731,2.0,3.9047619047619047,-0.38498719047619046,0.09523809523809523,1
4478,2021,1,BUF,PIT,16,23,18,78.0,-2.3382058,0.0,4.333333333333333,-0.12990032222222223,0.0,1
4479,2021,1,CAR,NYJ,19,14,18,47.0,-3.783965,0.0,2.611111111111111,-0.21022027777777777,0.0,1
4480,2021,1,CHI,LA,14,34,19,80.0,1.5975595,1.0,4.2105263157894735,0.08408207894736842,0.05263157894736842,1
4482,2021,1,CIN,MIN,27,24,22,67.0,-7.616134,1.0,3.0454545454545454,-0.3461879090909091,0.045454545454545456,1
4483,2021,1,CLE,KC,29,33,21,75.0,0.94419235,1.0,3.5714285714285716,0.04496154047619048,0.047619047619047616,1
4484,2021,1,DAL,TB,29,31,14,52.0,-4.603938,0.0,3.7142857142857144,-0.32885271428571433,0.0,1
4485,2021,1,DEN,NYG,27,13,19,61.0,-0.25678778,1.0,3.210526315789474,-0.013515146315789475,0.05263157894736842,1
4486,2021,1,DET,SF,33,41,27,132.0,-5.737078,2.0,4.888888888888889,-0.21248437037037038,0.07407407407407407,0
4487,2021,1,GB,NO,3,38,37,172.0,1.7654707,0.0,4.648648648648648,0.047715424324324324,0.0,0
4489,2021,1,HOU,JAX,37,21,15,78.0,0.99423003,0.0,5.2,0.06628200199999999,0.0,1
4490,2021,1,IND,SEA,16,28,27,140.0,-1.634566,0.0,5.185185185185185,-0.06053948148148148,0.0,0
4491,2021,1,JAX,HOU,21,37,40,161.0,-2.4597414,2.0,4.025,-0.061493535,0.05,0
4492,2021,1,KC,CLE,33,29,27,155.0,4.914688,4.0,5.7407407407407405,0.18202548148148148,0.14814814814814814,0
4493,2021,1,LA,CHI,34,14,26,134.0,3.915696,2.0,5.153846153846154,0.1506036923076923,0.07692307692307693,0
4494,2021,1,LAC,WAS,20,16,27,126.0,-5.391469,0.0,4.666666666666667,-0.19968403703703702,0.0,0
4495,2021,1,LV,BAL,33,27,33,190.0,-5.519841,2.0,5.757575757575758,-0.1672679090909091,0.06060606060606061,0
4496,2021,1,MIA,NE,17,16,30,125.0,-4.9863853,0.0,4.166666666666667,-0.16621284333333333,0.0,0
4497,2021,1,MIN,CIN,24,27,36,149.0,-5.9815373,1.0,4.138888888888889,-0.1661538138888889,0.027777777777777776,0
4499,2021,1,NE,MIA,16,17,20,76.0,0.25676203,1.0,3.8,0.012838101499999999,0.05,1
4500,2021,1,NO,GB,38,3,15,43.0,-2.3888073,0.0,2.8666666666666667,-0.15925382,0.0,1
4502,2021,1,NYG,DEN,13,27,28,165.0,0.31646568,1.0,5.892857142857143,0.011302345714285716,0.03571428571428571,0
4503,2021,1,NYJ,CAR,14,19,24,117.0,-3.7871203,1.0,4.875,-0.15779667916666668,0.041666666666666664,0
4504,2021,1,PHI,ATL,32,6,26,124.0,-1.9056273,0.0,4.769230769230769,-0.07329335769230769,0.0,0
4505,2021,1,PIT,BUF,23,16,25,117.0,-1.676054,0.0,4.68,-0.06704216,0.0,0
4506,2021,1,SEA,IND,28,16,31,113.0,-7.232013,0.0,3.6451612903225805,-0.23329074193548388,0.0,0
4507,2021,1,SF,DET,41,33,24,116.0,0.26869166,1.0,4.833333333333333,0.011195485833333333,0.041666666666666664,0
4509,2021,1,TB,DAL,31,29,18,60.0,-4.7335086,0.0,3.3333333333333335,-0.2629727,0.0,1
4510,2021,1,TEN,ARI,13,38,33,136.0,0.58974564,1.0,4.121212121212121,0.017871079999999998,0.030303030303030304,0
4512,2021,1,WAS,LAC,16,20,26,93.0,-2.021115,1.0,3.576923076923077,-0.07773519230769231,0.038461538461538464,1
4514,2021,2,ARI,MIN,34,33,27,177.0,4.576663,0.0,6.555555555555555,0.16950603703703704,0.0,0
4515,2021,2,ATL,TB,25,48,18,85.0,1.7925406,0.0,4.722222222222222,0.09958558888888888,0.0,1
4517,2021,2,BAL,KC,36,35,18,62.0,-2.9243991,1.0,3.4444444444444446,-0.16246661666666667,0.05555555555555555,1
4518,2021,2,BUF,MIA,35,0,19,72.0,-6.472922,0.0,3.789473684210526,-0.3406801052631579,0.0,1
4519,2021,2,CAR,NO,26,7,16,49.0,-3.7705245,1.0,3.0625,-0.23565778125,0.0625,1
4520,2021,2,CHI,CIN,20,17,20,69.0,-3.8588266,0.0,3.45,-0.19294133,0.0,1
4522,2021,2,CIN,CHI,17,20,31,127.0,-6.653188,0.0,4.096774193548387,-0.21461896774193548,0.0,0
4523,2021,2,CLE,HOU,31,21,28,82.0,-3.7716527,1.0,2.9285714285714284,-0.13470188214285714,0.03571428571428571,1
4524,2021,2,DAL,LAC,20,17,20,97.0,2.3207715,0.0,4.85,0.116038575,0.0,1
4525,2021,2,DEN,JAX,23,13,16,75.0,1.3044564,0.0,4.6875,0.081528525,0.0,1
4526,2021,2,DET,GB,17,35,27,100.0,-0.6501644,1.0,3.7037037037037037,-0.02408016296296296,0.037037037037037035,1
4527,2021,2,GB,DET,35,17,19,108.0,0.10033262,0.0,5.684210526315789,0.005280664210526316,0.0,0
4528,2021,2,HOU,CLE,21,31,31,159.0,5.391963,3.0,5.129032258064516,0.17393429032258062,0.0967741935483871,0
4530,2021,2,IND,LA,24,27,29,101.0,-7.3703127,1.0,3.4827586206896552,-0.25414871379310344,0.034482758620689655,1
4532,2021,2,JAX,DEN,13,23,28,98.0,0.31465274,0.0,3.5,0.011237597857142857,0.0,1
4533,2021,2,KC,BAL,35,36,40,252.0,13.172484,3.0,6.3,0.3293121,0.075,0
4534,2021,2,LA,IND,27,24,26,109.0,-0.91346073,0.0,4.1923076923076925,-0.035133105000000005,0.0,0
4535,2021,2,LAC,DAL,17,20,31,198.0,7.8417826,2.0,6.387096774193548,0.2529607290322581,0.06451612903225806,0
4536,2021,2,LV,PIT,26,17,14,39.0,-2.6156778,1.0,2.7857142857142856,-0.18683412857142856,0.07142857142857142,1
4537,2021,2,MIA,BUF,0,35,28,145.0,10.738018,3.0,5.178571428571429,0.38350064285714286,0.10714285714285714,0
