,season,week,team,opponent,qb
0,2014,1,ARI,LAC,C. Palmer
1,2014,1,ATL,NO,M. Ryan
2,2014,1,BAL,CIN,J. Flacco
3,2014,1,BUF,CHI,E. Manuel
4,2014,1,CAR,TB,D. Anderson
5,2014,1,CHI,BUF,J. Cutler
6,2014,1,CIN,BAL,A. Dalton
7,2014,1,CLE,PIT,B. Hoyer
8,2014,1,DAL,SF,T. Romo
9,2014,1,DEN,IND,P. Manning
10,2014,1,DET,NYG,M. Stafford
11,2014,1,GB,SEA,A. Rodgers
12,2014,1,HOU,WAS,R. Fitzpatrick
13,2014,1,IND,DEN,A. Luck
14,2014,1,JAX,PHI,C. Henne
15,2014,1,KC,TEN,A. Smith
16,2014,1,LA,MIN,A. Davis
18,2014,1,LAC,ARI,P. Rivers
19,2014,1,LV,NYJ,D. Carr
20,2014,1,MIA,NE,R. Tannehill
21,2014,1,MIN,LA,M. Cassel
22,2014,1,NE,MIA,T. Brady
23,2014,1,NO,ATL,D. Brees
24,2014,1,NYG,DET,E. Manning
25,2014,1,NYJ,LV,G. Smith
27,2014,1,PHI,JAX,N. Foles
28,2014,1,PIT,CLE,B. Roethlisberger
30,2014,1,SEA,GB,R. Wilson
31,2014,1,SF,DAL,C. Kaepernick
32,2014,1,TB,CAR,J. McCown
33,2014,1,TEN,KC,J. Locker
34,2014,1,WAS,HOU,R. Griffin
35,2014,2,ARI,NYG,D. Stanton
36,2014,2,ATL,CIN,M. Ryan
37,2014,2,BAL,PIT,J. Flacco
38,2014,2,BUF,MIA,E. Manuel
39,2014,2,CAR,DET,C. Newton
40,2014,2,CHI,SF,J. Cutler
41,2014,2,CIN,ATL,A. Dalton
43,2014,2,CLE,NO,B. Hoyer
45,2014,2,DAL,TEN,T. Romo
46,2014,2,DEN,KC,P. Manning
47,2014,2,DET,CAR,M. Stafford
48,2014,2,GB,NYJ,A. Rodgers
49,2014,2,HOU,LV,R. Fitzpatrick
50,2014,2,IND,PHI,A. Luck
51,2014,2,JAX,WAS,C. Henne
52,2014,2,KC,DEN,A. Smith
53,2014,2,LA,TB,A. Davis
54,2014,2,LAC,SEA,P. Rivers
55,2014,2,LV,HOU,D. Carr
56,2014,2,MIA,BUF,R. Tannehill
57,2014,2,MIN,NE,M. Cassel
58,2014,2,NE,MIN,T. Brady
59,2014,2,NO,CLE,D. Brees
60,2014,2,NYG,ARI,E. Manning
61,2014,2,NYJ,GB,G. Smith
62,2014,2,PHI,IND,N. Foles
63,2014,2,PIT,BAL,B. Roethlisberger
64,2014,2,SEA,LAC,R. Wilson
65,2014,2,SF,CHI,C. Kaepernick
66,2014,2,TB,LA,J. McCown
67,2014,2,TEN,DAL,J. Locker
68,2014,2,WAS,JAX,K. Cousins
70,2014,3,ARI,SF,D. Stanton
72,2014,3,ATL,TB,M. Ryan
74,2014,3,BAL,CLE,J. Flacco
75,2014,3,BUF,LAC,E. Manuel
77,2014,3,CAR,PIT,C. Newton
79,2014,3,CHI,NYJ,J. Cutler
80,2014,3,CIN,TEN,A. Dalton
83,2014,3,CLE,BAL,B. Hoyer
84,2014,3,DAL,LA,T. Romo
85,2014,3,DEN,SEA,P. Manning
86,2014,3,DET,GB,M. Stafford
87,2014,3,GB,DET,A. Rodgers
88,2014,3,HOU,NYG,R. Fitzpatrick
90,2014,3,IND,JAX,A. Luck
92,2014,3,JAX,IND,B. Bortles
94,2014,3,KC,MIA,A. Smith
95,2014,3,LA,DAL,A. Davis
96,2014,3,LAC,BUF,P. Rivers
97,2014,3,LV,NE,D. Carr
98,2014,3,MIA,KC,R. Tannehill
100,2014,3,MIN,NO,T. Bridgewater
101,2014,3,NE,LV,T. Brady
102,2014,3,NO,MIN,D. Brees
103,2014,3,NYG,HOU,E. Manning
104,2014,3,NYJ,CHI,G. Smith
105,2014,3,PHI,WAS,N. Foles
106,2014,3,PIT,CAR,B. Roethlisberger
108,2014,3,SEA,DEN,R. Wilson
109,2014,3,SF,ARI,C. Kaepernick
111,2014,3,TB,ATL,M. Glennon
112,2014,3,TEN,CIN,J. Locker
113,2014,3,WAS,PHI,K. Cousins
114,2014,4,ATL,MIN,M. Ryan
115,2014,4,BAL,CAR,J. Flacco
116,2014,4,BUF,HOU,E. Manuel
117,2014,4,CAR,BAL,C. Newton
120,2014,4,CHI,GB,J. Cutler
121,2014,4,DAL,NO,T. Romo
122,2014,4,DET,NYJ,M. Stafford
123,2014,4,GB,CHI,A. Rodgers
124,2014,4,HOU,BUF,R. Fitzpatrick
125,2014,4,IND,TEN,A. Luck
126,2014,4,JAX,LAC,B. Bortles
127,2014,4,KC,NE,A. Smith
128,2014,4,LAC,JAX,P. Rivers
129,2014,4,LV,MIA,D. Carr
131,2014,4,MIA,LV,R. Tannehill
132,2014,4,MIN,ATL,T. Bridgewater
134,2014,4,NE,KC,T. Brady
135,2014,4,NO,DAL,D. Brees
136,2014,4,NYG,WAS,E. Manning
137,2014,4,NYJ,DET,G. Smith
138,2014,4,PHI,SF,N. Foles
140,2014,4,PIT,TB,B. Roethlisberger
141,2014,4,SF,PHI,C. Kaepernick
143,2014,4,TB,PIT,M. Glennon
144,2014,4,TEN,IND,C. Whitehurst
146,2014,4,WAS,NYG,K. Cousins
147,2014,5,ARI,DEN,D. Stanton
149,2014,5,ATL,NYG,M. Ryan
150,2014,5,BAL,IND,J. Flacco
151,2014,5,BUF,DET,K. Orton
152,2014,5,CAR,CHI,C. Newton
153,2014,5,CHI,CAR,J. Cutler
154,2014,5,CIN,NE,A. Dalton
156,2014,5,CLE,TEN,B. Hoyer
157,2014,5,DAL,HOU,T. Romo
158,2014,5,DEN,ARI,P. Manning
159,2014,5,DET,BUF,M. Stafford
160,2014,5,GB,MIN,A. Rodgers
162,2014,5,HOU,DAL,R. Fitzpatrick
163,2014,5,IND,BAL,A. Luck
164,2014,5,JAX,PIT,B. Bortles
165,2014,5,KC,SF,A. Smith
166,2014,5,LA,PHI,A. Davis
167,2014,5,LAC,NYJ,P. Rivers
168,2014,5,MIN,GB,C. Ponder
169,2014,5,NE,CIN,T. Brady
170,2014,5,NO,TB,D. Brees
171,2014,5,NYG,ATL,E. Manning
173,2014,5,NYJ,LAC,M. Vick
174,2014,5,PHI,LA,N. Foles
175,2014,5,PIT,JAX,B. Roethlisberger
176,2014,5,SEA,WAS,R. Wilson
178,2014,5,SF,KC,C. Kaepernick
179,2014,5,TB,NO,M. Glennon
180,2014,5,TEN,CLE,C. Whitehurst
182,2014,5,WAS,SEA,K. Cousins
183,2014,6,ARI,WAS,C. Palmer
184,2014,6,ATL,CHI,M. Ryan
185,2014,6,BAL,TB,J. Flacco
186,2014,6,BUF,NE,K. Orton
187,2014,6,CAR,CIN,C. Newton
188,2014,6,CHI,ATL,J. Cutler
189,2014,6,CIN,CAR,A. Dalton
190,2014,6,CLE,PIT,B. Hoyer
191,2014,6,DAL,SEA,T. Romo
192,2014,6,DEN,NYJ,P. Manning
193,2014,6,DET,MIN,M. Stafford
194,2014,6,GB,MIA,A. Rodgers
195,2014,6,HOU,IND,R. Fitzpatrick
196,2014,6,IND,HOU,A. Luck
197,2014,6,JAX,TEN,B. Bortles
198,2014,6,LA,SF,A. Davis
200,2014,6,LAC,LV,P. Rivers
201,2014,6,LV,LAC,D. Carr
202,2014,6,MIA,GB,R. Tannehill
203,2014,6,MIN,DET,T. Bridgewater
204,2014,6,NE,BUF,T. Brady
205,2014,6,NYG,PHI,E. Manning
207,2014,6,NYJ,DEN,G. Smith
208,2014,6,PHI,NYG,N. Foles
209,2014,6,PIT,CLE,B. Roethlisberger
210,2014,6,SEA,DAL,R. Wilson
211,2014,6,SF,LA,C. Kaepernick
212,2014,6,TB,BAL,M. Glennon
213,2014,6,TEN,JAX,C. Whitehurst
214,2014,6,WAS,ARI,K. Cousins
215,2014,7,ARI,LV,C. Palmer
216,2014,7,ATL,BAL,M. Ryan
217,2014,7,BAL,ATL,J. Flacco
218,2014,7,BUF,MIN,K. Orton
219,2014,7,CAR,GB,C. Newton
221,2014,7,CHI,MIA,J. Cutler
222,2014,7,CIN,IND,A. Dalton
223,2014,7,CLE,JAX,B. Hoyer
224,2014,7,DAL,NYG,T. Romo
226,2014,7,DEN,SF,P. Manning
227,2014,7,DET,NO,M. Stafford
228,2014,7,GB,CAR,A. Rodgers
230,2014,7,HOU,PIT,R. Fitzpatrick
231,2014,7,IND,CIN,A. Luck
232,2014,7,JAX,CLE,B. Bortles
233,2014,7,KC,LAC,A. Smith
234,2014,7,LA,SEA,A. Davis
236,2014,7,LAC,KC,P. Rivers
237,2014,7,LV,ARI,D. Carr
238,2014,7,MIA,CHI,R. Tannehill
239,2014,7,MIN,BUF,T. Bridgewater
240,2014,7,NE,NYJ,T. Brady
241,2014,7,NO,DET,D. Brees
242,2014,7,NYG,DAL,E. Manning
243,2014,7,NYJ,NE,G. Smith
245,2014,7,PIT,HOU,B. Roethlisberger
246,2014,7,SEA,LA,R. Wilson
248,2014,7,SF,DEN,C. Kaepernick
249,2014,7,TEN,WAS,C. Whitehurst
251,2014,7,WAS,TEN,K. Cousins
252,2014,8,ARI,PHI,C. Palmer
253,2014,8,ATL,DET,M. Ryan
254,2014,8,BAL,CIN,J. Flacco
255,2014,8,BUF,NYJ,K. Orton
256,2014,8,CAR,SEA,C. Newton
258,2014,8,CHI,NE,J. Cutler
259,2014,8,CIN,BAL,A. Dalton
260,2014,8,CLE,LV,B. Hoyer
262,2014,8,DAL,WAS,T. Romo
263,2014,8,DEN,LAC,P. Manning
264,2014,8,DET,ATL,M. Stafford
265,2014,8,GB,NO,A. Rodgers
267,2014,8,HOU,TEN,R. Fitzpatrick
268,2014,8,IND,PIT,A. Luck
269,2014,8,JAX,MIA,B. Bortles
270,2014,8,KC,LA,A. Smith
271,2014,8,LA,KC,A. Davis
272,2014,8,LAC,DEN,P. Rivers
273,2014,8,LV,CLE,D. Carr
276,2014,8,MIA,JAX,R. Tannehill
277,2014,8,MIN,TB,T. Bridgewater
279,2014,8,NE,CHI,T. Brady
280,2014,8,NO,GB,D. Brees
282,2014,8,NYJ,BUF,M. Vick
283,2014,8,PHI,ARI,N. Foles
284,2014,8,PIT,IND,B. Roethlisberger
285,2014,8,SEA,CAR,R. Wilson
286,2014,8,TB,MIN,M. Glennon
287,2014,8,TEN,HOU,Z. Mettenberger
288,2014,8,WAS,DAL,C. McCoy
289,2014,9,ARI,DAL,C. Palmer
290,2014,9,BAL,PIT,J. Flacco
291,2014,9,CAR,NO,C. Newton
292,2014,9,CIN,JAX,A. Dalton
293,2014,9,CLE,TB,B. Hoyer
294,2014,9,DAL,ARI,B. Weeden
295,2014,9,DEN,NE,P. Manning
296,2014,9,HOU,PHI,R. Fitzpatrick
297,2014,9,IND,NYG,A. Luck
298,2014,9,JAX,CIN,B. Bortles
299,2014,9,KC,NYJ,A. Smith
300,2014,9,LA,SF,A. Davis
302,2014,9,LAC,MIA,P. Rivers
303,2014,9,LV,SEA,D. Carr
306,2014,9,MIA,LAC,R. Tannehill
307,2014,9,MIN,WAS,T. Bridgewater
308,2014,9,NE,DEN,T. Brady
309,2014,9,NO,CAR,D. Brees
310,2014,9,NYG,IND,E. Manning
312,2014,9,NYJ,KC,M. Vick
313,2014,9,PHI,HOU,M. Sanchez
315,2014,9,PIT,BAL,B. Roethlisberger
317,2014,9,SEA,LV,R. Wilson
318,2014,9,SF,LA,C. Kaepernick
319,2014,9,TB,CLE,M. Glennon
320,2014,9,WAS,MIN,R. Griffin
321,2014,10,ARI,LA,C. Palmer
323,2014,10,ATL,TB,M. Ryan
324,2014,10,BAL,TEN,J. Flacco
325,2014,10,BUF,KC,K. Orton
326,2014,10,CAR,PHI,C. Newton
328,2014,10,CHI,GB,J. Cutler
329,2014,10,CIN,CLE,A. Dalton
331,2014,10,CLE,CIN,B. Hoyer
333,2014,10,DAL,JAX,T. Romo
335,2014,10,DEN,LV,P. Manning
336,2014,10,DET,MIA,M. Stafford
338,2014,10,GB,CHI,A. Rodgers
340,2014,10,JAX,DAL,B. Bortles
341,2014,10,KC,BUF,A. Smith
342,2014,10,LA,ARI,A. Davis
343,2014,10,LV,DEN,D. Carr
344,2014,10,MIA,DET,R. Tannehill
345,2014,10,NO,SF,D. Brees
346,2014,10,NYG,SEA,E. Manning
347,2014,10,NYJ,PIT,M. Vick
349,2014,10,PHI,CAR,M. Sanchez
350,2014,10,PIT,NYJ,B. Roethlisberger
351,2014,10,SEA,NYG,R. Wilson
352,2014,10,SF,NO,C. Kaepernick
353,2014,10,TB,ATL,J. McCown
354,2014,10,TEN,BAL,Z. Mettenberger
355,2014,11,ARI,DET,D. Stanton
356,2014,11,ATL,CAR,M. Ryan
357,2014,11,BUF,MIA,K. Orton
358,2014,11,CAR,ATL,C. Newton
359,2014,11,CHI,MIN,J. Cutler
360,2014,11,CIN,NO,A. Dalton
361,2014,11,CLE,HOU,B. Hoyer
362,2014,11,DEN,LA,P. Manning
363,2014,11,DET,ARI,M. Stafford
364,2014,11,GB,PHI,A. Rodgers
366,2014,11,HOU,CLE,R. Mallett
367,2014,11,IND,NE,A. Luck
368,2014,11,KC,SEA,A. Smith
369,2014,11,LA,DEN,S. Hill
370,2014,11,LAC,LV,P. Rivers
371,2014,11,LV,LAC,D. Carr
372,2014,11,MIA,BUF,R. Tannehill
373,2014,11,MIN,CHI,T. Bridgewater
374,2014,11,NE,IND,T. Brady
375,2014,11,NO,CIN,D. Brees
376,2014,11,NYG,SF,E. Manning
377,2014,11,PHI,GB,M. Sanchez
378,2014,11,PIT,TEN,B. Roethlisberger
379,2014,11,SEA,KC,R. Wilson
381,2014,11,SF,NYG,C. Kaepernick
382,2014,11,TB,WAS,J. McCown
383,2014,11,TEN,PIT,Z. Mettenberger
384,2014,11,WAS,TB,R. Griffin
385,2014,12,ARI,SEA,D. Stanton
386,2014,12,ATL,CLE,M. Ryan
387,2014,12,BAL,NO,J. Flacco
388,2014,12,BUF,NYJ,K. Orton
389,2014,12,CHI,TB,J. Cutler
390,2014,12,CIN,HOU,A. Dalton
391,2014,12,CLE,ATL,B. Hoyer
393,2014,12,DAL,NYG,T. Romo
394,2014,12,DEN,MIA,P. Manning
395,2014,12,DET,NE,M. Stafford
396,2014,12,GB,MIN,A. Rodgers
397,2014,12,HOU,CIN,R. Mallett
398,2014,12,IND,JAX,A. Luck
399,2014,12,JAX,IND,B. Bortles
400,2014,12,KC,LV,A. Smith
402,2014,12,LA,LAC,S. Hill
403,2014,12,LAC,LA,P. Rivers
404,2014,12,LV,KC,D. Carr
405,2014,12,MIA,DEN,R. Tannehill
406,2014,12,MIN,GB,T. Bridgewater
407,2014,12,NE,DET,T. Brady
408,2014,12,NO,BAL,D. Brees
409,2014,12,NYG,DAL,E. Manning
411,2014,12,NYJ,BUF,M. Vick
412,2014,12,PHI,TEN,M. Sanchez
413,2014,12,SEA,ARI,R. Wilson
414,2014,12,SF,WAS,C. Kaepernick
415,2014,12,TB,CHI,J. McCown
416,2014,12,TEN,PHI,Z. Mettenberger
418,2014,12,WAS,SF,R. Griffin
419,2014,13,ARI,ATL,D. Stanton
420,2014,13,ATL,ARI,M. Ryan
421,2014,13,BAL,LAC,J. Flacco
422,2014,13,BUF,CLE,K. Orton
423,2014,13,CAR,MIN,C. Newton
424,2014,13,CHI,DET,J. Cutler
425,2014,13,CIN,TB,A. Dalton
427,2014,13,CLE,BUF,B. Hoyer
429,2014,13,DAL,PHI,T. Romo
430,2014,13,DEN,KC,P. Manning
431,2014,13,DET,CHI,M. Stafford
432,2014,13,GB,NE,A. Rodgers
433,2014,13,HOU,TEN,R. Fitzpatrick
434,2014,13,IND,WAS,A. Luck
435,2014,13,JAX,NYG,B. Bortles
436,2014,13,KC,DEN,A. Smith
437,2014,13,LA,LV,S. Hill
438,2014,13,LAC,BAL,P. Rivers
439,2014,13,LV,LA,D. Carr
441,2014,13,MIA,NYJ,R. Tannehill
442,2014,13,MIN,CAR,T. Bridgewater
443,2014,13,NE,GB,T. Brady
444,2014,13,NO,PIT,D. Brees
445,2014,13,NYG,JAX,E. Manning
446,2014,13,NYJ,MIA,G. Smith
447,2014,13,PHI,DAL,M. Sanchez
448,2014,13,PIT,NO,B. Roethlisberger
449,2014,13,SEA,SF,R. Wilson
450,2014,13,SF,SEA,C. Kaepernick
451,2014,13,TB,CIN,J. McCown
453,2014,13,TEN,HOU,Z. Mettenberger
454,2014,13,WAS,IND,C. McCoy
455,2014,14,ARI,KC,D. Stanton
456,2014,14,ATL,GB,M. Ryan
457,2014,14,BAL,MIA,J. Flacco
458,2014,14,BUF,DEN,K. Orton
459,2014,14,CAR,NO,C. Newton
460,2014,14,CHI,DAL,J. Cutler
461,2014,14,CIN,PIT,A. Dalton
463,2014,14,CLE,IND,B. Hoyer
464,2014,14,DAL,CHI,T. Romo
465,2014,14,DEN,BUF,P. Manning
466,2014,14,DET,TB,M. Stafford
467,2014,14,GB,ATL,A. Rodgers
468,2014,14,HOU,JAX,R. Fitzpatrick
469,2014,14,IND,CLE,A. Luck
470,2014,14,JAX,HOU,B. Bortles
472,2014,14,KC,ARI,A. Smith
474,2014,14,LA,WAS,S. Hill
475,2014,14,LAC,NE,P. Rivers
476,2014,14,LV,SF,D. Carr
477,2014,14,MIA,BAL,R. Tannehill
478,2014,14,MIN,NYJ,T. Bridgewater
479,2014,14,NE,LAC,T. Brady
480,2014,14,NO,CAR,D. Brees
481,2014,14,NYG,TEN,E. Manning
483,2014,14,NYJ,MIN,G. Smith
484,2014,14,PHI,SEA,M. Sanchez
485,2014,14,PIT,CIN,B. Roethlisberger
486,2014,14,SEA,PHI,R. Wilson
487,2014,14,SF,LV,C. Kaepernick
488,2014,14,TB,DET,J. McCown
490,2014,14,TEN,NYG,Z. Mettenberger
491,2014,14,WAS,LA,C. McCoy
493,2014,15,ARI,LA,D. Stanton
495,2014,15,ATL,PIT,M. Ryan
496,2014,15,BAL,JAX,J. Flacco
497,2014,15,BUF,GB,K. Orton
498,2014,15,CAR,TB,D. Anderson
499,2014,15,CHI,NO,J. Cutler
500,2014,15,CIN,CLE,A. Dalton
501,2014,15,CLE,CIN,J. Manziel
502,2014,15,DAL,PHI,T. Romo
504,2014,15,DEN,LAC,P. Manning
505,2014,15,DET,MIN,M. Stafford
506,2014,15,GB,BUF,A. Rodgers
508,2014,15,HOU,IND,T. Savage
509,2014,15,IND,HOU,A. Luck
511,2014,15,JAX,BAL,B. Bortles
512,2014,15,KC,LV,A. Smith
514,2014,15,LA,ARI,S. Hill
515,2014,15,LAC,DEN,P. Rivers
516,2014,15,LV,KC,D. Carr
517,2014,15,MIA,NE,R. Tannehill
518,2014,15,MIN,DET,T. Bridgewater
519,2014,15,NE,MIA,T. Brady
520,2014,15,NO,CHI,D. Brees
521,2014,15,NYG,WAS,E. Manning
522,2014,15,NYJ,TEN,G. Smith
523,2014,15,PHI,DAL,M. Sanchez
524,2014,15,PIT,ATL,B. Roethlisberger
525,2014,15,SEA,SF,R. Wilson
526,2014,15,SF,SEA,C. Kaepernick
527,2014,15,TB,CAR,J. McCown
528,2014,15,TEN,NYJ,C. Whitehurst
531,2014,15,WAS,NYG,R. Griffin
533,2014,16,ARI,SEA,R. Lindley
534,2014,16,ATL,NO,M. Ryan
535,2014,16,BAL,HOU,J. Flacco
536,2014,16,BUF,LV,K. Orton
537,2014,16,CAR,CLE,C. Newton
538,2014,16,CHI,DET,J. Clausen
539,2014,16,CIN,DEN,A. Dalton
540,2014,16,CLE,CAR,B. Hoyer
543,2014,16,DAL,IND,T. Romo
544,2014,16,DEN,CIN,P. Manning
545,2014,16,DET,CHI,M. Stafford
546,2014,16,GB,TB,A. Rodgers
548,2014,16,HOU,BAL,C. Keenum
549,2014,16,IND,DAL,A. Luck
552,2014,16,JAX,TEN,B. Bortles
554,2014,16,KC,PIT,A. Smith
556,2014,16,LA,NYG,S. Hill
557,2014,16,LAC,SF,P. Rivers
558,2014,16,LV,BUF,D. Carr
559,2014,16,MIA,MIN,R. Tannehill
560,2014,16,MIN,MIA,T. Bridgewater
561,2014,16,NE,NYJ,T. Brady
562,2014,16,NO,ATL,D. Brees
563,2014,16,NYG,LA,E. Manning
564,2014,16,NYJ,NE,G. Smith
565,2014,16,PHI,WAS,M. Sanchez
566,2014,16,PIT,KC,B. Roethlisberger
567,2014,16,SEA,ARI,R. Wilson
569,2014,16,SF,LAC,C. Kaepernick
570,2014,16,TB,GB,J. McCown
571,2014,16,TEN,JAX,C. Whitehurst
572,2014,16,WAS,PHI,R. Griffin
574,2014,17,ARI,SF,R. Lindley
575,2014,17,ATL,CAR,M. Ryan
576,2014,17,BAL,CLE,J. Flacco
577,2014,17,BUF,NE,K. Orton
578,2014,17,CAR,ATL,C. Newton
579,2014,17,CHI,MIN,J. Cutler
580,2014,17,CIN,PIT,A. Dalton
581,2014,17,CLE,BAL,C. Shaw
582,2014,17,DAL,WAS,T. Romo
584,2014,17,DEN,LV,P. Manning
585,2014,17,DET,GB,M. Stafford
586,2014,17,GB,DET,A. Rodgers
588,2014,17,HOU,JAX,C. Keenum
590,2014,17,IND,TEN,M. Hasselbeck
591,2014,17,JAX,HOU,B. Bortles
593,2014,17,KC,LAC,C. Daniel
594,2014,17,LA,SEA,S. Hill
595,2014,17,LAC,KC,P. Rivers
596,2014,17,LV,DEN,D. Carr
597,2014,17,MIA,NYJ,R. Tannehill
598,2014,17,MIN,CHI,T. Bridgewater
599,2014,17,NE,BUF,J. Garoppolo
601,2014,17,NO,TB,D. Brees
602,2014,17,NYG,PHI,E. Manning
603,2014,17,NYJ,MIA,G. Smith
606,2014,17,PHI,NYG,M. Sanchez
607,2014,17,PIT,CIN,B. Roethlisberger
609,2014,17,SEA,LA,R. Wilson
610,2014,17,SF,ARI,C. Kaepernick
611,2014,17,TB,NO,J. McCown
612,2014,17,TEN,IND,C. Whitehurst
614,2014,17,WAS,DAL,R. Griffin
615,2014,18,ARI,CAR,R. Lindley
616,2014,18,BAL,PIT,J. Flacco
617,2014,18,CAR,ARI,C. Newton
618,2014,18,CIN,IND,A. Dalton
619,2014,18,DAL,DET,T. Romo
620,2014,18,DET,DAL,M. Stafford
621,2014,18,IND,CIN,A. Luck
623,2014,18,PIT,BAL,B. Roethlisberger
624,2014,19,BAL,NE,J. Flacco
625,2014,19,CAR,SEA,C. Newton
626,2014,19,DAL,GB,T. Romo
627,2014,19,DEN,IND,P. Manning
628,2014,19,GB,DAL,A. Rodgers
629,2014,19,IND,DEN,A. Luck
631,2014,19,NE,BAL,T. Brady
632,2014,19,SEA,CAR,R. Wilson
633,2014,20,GB,SEA,A. Rodgers
634,2014,20,IND,NE,A. Luck
635,2014,20,NE,IND,T. Brady
637,2014,20,SEA,GB,R. Wilson
638,2014,21,NE,SEA,T. Brady
639,2014,21,SEA,NE,R. Wilson
640,2015,1,ARI,NO,C. Palmer
641,2015,1,ATL,PHI,M. Ryan
642,2015,1,BAL,DEN,J. Flacco
643,2015,1,BUF,IND,T. Taylor
644,2015,1,CAR,JAX,C. Newton
645,2015,1,CHI,GB,J. Cutler
646,2015,1,CIN,LV,A. Dalton
647,2015,1,CLE,NYJ,J. Manziel
649,2015,1,DAL,NYG,T. Romo
650,2015,1,DEN,BAL,P. Manning
651,2015,1,DET,LAC,M. Stafford
652,2015,1,GB,CHI,A. Rodgers
653,2015,1,HOU,KC,B. Hoyer
655,2015,1,IND,BUF,A. Luck
656,2015,1,JAX,CAR,B. Bortles
657,2015,1,KC,HOU,A. Smith
658,2015,1,LA,SEA,N. Foles
659,2015,1,LAC,DET,P. Rivers
661,2015,1,LV,CIN,M. McGloin
662,2015,1,MIA,WAS,R. Tannehill
663,2015,1,MIN,SF,T. Bridgewater
664,2015,1,NE,PIT,T. Brady
665,2015,1,NO,ARI,D. Brees
666,2015,1,NYG,DAL,E. Manning
667,2015,1,NYJ,CLE,R. Fitzpatrick
668,2015,1,PHI,ATL,S. Bradford
669,2015,1,PIT,NE,B. Roethlisberger
670,2015,1,SEA,LA,R. Wilson
671,2015,1,SF,MIN,C. Kaepernick
672,2015,1,TB,TEN,J. Winston
673,2015,1,TEN,TB,M. Mariota
674,2015,1,WAS,MIA,K. Cousins
675,2015,2,ARI,CHI,C. Palmer
676,2015,2,ATL,NYG,M. Ryan
677,2015,2,BAL,LV,J. Flacco
678,2015,2,BUF,NE,T. Taylor
679,2015,2,CAR,HOU,C. Newton
680,2015,2,CHI,ARI,J. Clausen
682,2015,2,CIN,LAC,A. Dalton
683,2015,2,CLE,TEN,J. Manziel
685,2015,2,DAL,PHI,T. Romo
686,2015,2,DEN,KC,P. Manning
687,2015,2,DET,MIN,M. Stafford
688,2015,2,GB,SEA,A. Rodgers
689,2015,2,HOU,CAR,R. Mallett
690,2015,2,IND,NYJ,A. Luck
691,2015,2,JAX,MIA,B. Bortles
692,2015,2,KC,DEN,A. Smith
693,2015,2,LA,WAS,N. Foles
694,2015,2,LAC,CIN,P. Rivers
695,2015,2,LV,BAL,D. Carr
696,2015,2,MIA,JAX,R. Tannehill
697,2015,2,MIN,DET,T. Bridgewater
698,2015,2,NE,BUF,T. Brady
699,2015,2,NO,TB,D. Brees
700,2015,2,NYG,ATL,E. Manning
701,2015,2,NYJ,IND,R. Fitzpatrick
702,2015,2,PHI,DAL,S. Bradford
703,2015,2,PIT,SF,B. Roethlisberger
704,2015,2,SEA,GB,R. Wilson
705,2015,2,SF,PIT,C. Kaepernick
706,2015,2,TB,NO,J. Winston
707,2015,2,TEN,CLE,M. Mariota
708,2015,2,WAS,LA,K. Cousins
709,2015,3,ARI,SF,C. Palmer
710,2015,3,ATL,DAL,M. Ryan
711,2015,3,BAL,CIN,J. Flacco
712,2015,3,BUF,MIA,T. Taylor
713,2015,3,CAR,NO,C. Newton
714,2015,3,CHI,SEA,J. Clausen
715,2015,3,CIN,BAL,A. Dalton
716,2015,3,CLE,LV,J. McCown
717,2015,3,DAL,ATL,B. Weeden
718,2015,3,DEN,DET,P. Manning
719,2015,3,DET,DEN,M. Stafford
720,2015,3,GB,KC,A. Rodgers
721,2015,3,HOU,TB,R. Mallett
722,2015,3,IND,TEN,A. Luck
723,2015,3,JAX,NE,B. Bortles
724,2015,3,KC,GB,A. Smith
726,2015,3,LA,PIT,N. Foles
728,2015,3,LAC,MIN,P. Rivers
729,2015,3,LV,CLE,D. Carr
730,2015,3,MIA,BUF,R. Tannehill
731,2015,3,MIN,LAC,T. Bridgewater
732,2015,3,NE,JAX,T. Brady
733,2015,3,NO,CAR,L. McCown
734,2015,3,NYG,WAS,E. Manning
735,2015,3,NYJ,PHI,R. Fitzpatrick
736,2015,3,PHI,NYJ,S. Bradford
737,2015,3,PIT,LA,B. Roethlisberger
739,2015,3,SEA,CHI,R. Wilson
740,2015,3,SF,ARI,C. Kaepernick
741,2015,3,TB,HOU,J. Winston
742,2015,3,TEN,IND,M. Mariota
743,2015,3,WAS,NYG,K. Cousins
744,2015,4,ARI,LA,C. Palmer
745,2015,4,ATL,HOU,M. Ryan
746,2015,4,BAL,PIT,J. Flacco
748,2015,4,BUF,NYG,T. Taylor
749,2015,4,CAR,TB,C. Newton
750,2015,4,CHI,LV,J. Cutler
751,2015,4,CIN,KC,A. Dalton
752,2015,4,CLE,LAC,J. McCown
753,2015,4,DAL,NO,B. Weeden
754,2015,4,DEN,MIN,P. Manning
755,2015,4,DET,SEA,M. Stafford
756,2015,4,GB,SF,A. Rodgers
757,2015,4,HOU,ATL,B. Hoyer
759,2015,4,IND,JAX,M. Hasselbeck
760,2015,4,JAX,IND,B. Bortles
761,2015,4,KC,CIN,A. Smith
762,2015,4,LA,ARI,N. Foles
763,2015,4,LAC,CLE,P. Rivers
764,2015,4,LV,CHI,D. Carr
765,2015,4,MIA,NYJ,R. Tannehill
